Subject,Relationship,Object
NCT03193398,involves,Major Depressive Disorder
NCT03193398,evaluates,BTRX-246040
NCT03193398,measures_primary,Change in MADRS
NCT03193398,measures_secondary,Change in MADRS-6
NCT03193398,measures_secondary,Change in HADS-A
NCT03193398,has_criteria,Week 8
NCT03117998,involves,Type 1 Diabetes Mellitus
NCT03117998,evaluates,REMD-477
NCT03117998,measures_primary,Change in Average Daily Insulin Use
NCT03117998,measures_secondary,Change From Baseline in AUC Glucose Concentrations
NCT03117998,measures_secondary,Continuous Glucose Monitoring (CGM) - Change in Average Daily 24-hour Glucose Concentration
NCT03117998,measures_secondary,Seven-Point Glucose Profile - Change in Average 24-h Glucose Concentrations
NCT03117998,measures_secondary,Summary of the Product of Average Daily 24-h Glucose Ratio and Daily Insulin Use Ratio
NCT03117998,measures_secondary,Change in Hemoglobin A1c From Baseline at Week 13
NCT03117998,has_criteria,repeated doses of REMD-477
NCT00535145,involves,Liver Disease
NCT00535145,evaluates,Paliperidone ER
NCT00535145,measures_primary,Incidence of Adverse Events
NCT00535145,measures_secondary,PANSS Change From Baseline
NCT00535145,measures_secondary,CGI-S Change From Baseline
NCT00535145,measures_secondary,PSP Change From Baseline
NCT00535145,has_criteria,Day 1 - Day 62
NCT00772577,involves,Hypertension
NCT00772577,evaluates,Aliskiren HCTZ
NCT00772577,evaluates,Ramipril
NCT00772577,measures_primary,Change in MSSBP
NCT00772577,measures_secondary,Change in MSDBP
NCT00772577,measures_secondary,Blood Pressure Control
NCT00772577,measures_secondary,Percentage of Responders
NCT00772577,measures_secondary,Change in MSPP
NCT00772577,has_criteria,BMI ≥ 30
NCT05026177,involves,Mild-to-Moderate Alzheimer's Disease
NCT05026177,evaluates,Simufilam
NCT05026177,measures_primary,Change from baseline
NCT05026177,measures_secondary,Change from baseline
NCT05026177,has_criteria,Baseline (Study Day 1) to Week 76
NCT04762277,involves,Hidradenitis Suppurativa
NCT04762277,evaluates,Spesolimab
NCT04762277,measures_primary,Percent Change From Baseline
NCT04762277,measures_secondary,Draining Fistula Count
NCT04762277,has_criteria,TNFi-naive population
NCT04762277,has_criteria,TNFi-failure population
NCT04916977,involves,Fabry Disease
NCT04916977,measures_primary,event-free survival
NCT04916977,measures_secondary,Comprehensive burden
NCT04916977,has_criteria,median Mainz Severity Score Index
NCT00406653,involves,Crohn's Disease
NCT00406653,evaluates,Abatacept
NCT00406653,measures_primary,CDAI-Defined Clinical Response
NCT00406653,measures_secondary,CDAI <150
NCT00406653,has_criteria,CDAI ≥220 and ≤450 points
NCT03394677,involves,Atopic Dermatitis
NCT03394677,evaluates,RVT-501 Topical Ointment
NCT03394677,measures_primary,Investigator Global Assessment
NCT03394677,measures_secondary,Eczema Area Severity Index
NCT03394677,measures_secondary,Peak Pruritus Numeric Rating Scale
NCT03394677,measures_secondary,Whole body surface area affected
NCT03394677,has_criteria,Pediatric Patients
NCT02898753,involves,Late-Onset Pompe Disease
NCT02898753,evaluates,VAL-1221
NCT02898753,measures_primary,Number of TEAEs
NCT02898753,measures_secondary,Infusion-Associated Reactions
NCT02898753,measures_secondary,Anti-VAL-1221 Antibodies
NCT02898753,measures_secondary,GAA Antibodies
NCT02898753,has_criteria,Ambulatory
NCT04187547,involves,Alzheimer's Disease
NCT04187547,evaluates,Tricaprilin
NCT04187547,measures_primary,Change From Baseline
NCT04187547,measures_secondary,TEAE incidence rate
NCT04187547,measures_secondary,Clinician's global impression
NCT04187547,measures_secondary,Dependence Scale
NCT04187547,measures_secondary,RUD-Lite
NCT04187547,measures_secondary,Disability Assessment for Dementia
NCT04187547,has_criteria,age 50 to 85
NCT04187547,has_criteria,MMSE score 14 to 26
NCT04187547,has_criteria,probable dementia
NCT01468077,involves,Rheumatoid Arthritis
NCT01468077,evaluates,RoActemra
NCT01468077,evaluates,Actemra
NCT01468077,measures_primary,Infusion Reaction
NCT01468077,measures_secondary,Discontinuing Tocilizumab
NCT01468077,measures_secondary,Liver Enzyme Values
NCT01468077,measures_secondary,Lipid Values
NCT01468077,has_criteria,Completed all visits
NCT04221477,involves,Lupus Nephritis
NCT04221477,evaluates,Obinutuzumab
NCT04221477,measures_primary,Complete Renal Response
NCT04221477,measures_secondary,Proteinuric Response
NCT04221477,measures_secondary,Overall Renal Response
NCT04221477,measures_secondary,Death or Renal-related Events
NCT04221477,measures_secondary,Estimated Glomerular Filtration Rate
NCT04221477,measures_secondary,Anti-dsDNA Titer
NCT04221477,measures_secondary,Complement C3
NCT04221477,measures_secondary,SLEDAI-2K
NCT04221477,measures_secondary,Fatigue
NCT04221477,measures_secondary,Adverse Events
NCT04221477,has_criteria,active proliferative LN
NCT06603077,involves,Hidradenitis Suppurativa
NCT06603077,evaluates,AVTX-009
NCT06603077,measures_primary,HiSCR75
NCT06603077,measures_secondary,HiSCR50
NCT06603077,measures_secondary,HiSCR90
NCT06603077,measures_secondary,IHS4 score
NCT06603077,measures_secondary,abscess and inflammatory nodule count
NCT06603077,measures_secondary,draining fistula count
NCT06603077,has_criteria,moderate to severe
NCT03563053,involves,AT
NCT03563053,evaluates,EryDex System
NCT03563053,measures_primary,Quality of Life
NCT03563053,measures_secondary,Clinical Global Impression of Change
NCT03563053,has_criteria,Baseline Visit
NCT04044547,involves,Parkinson's Disease
NCT04044547,evaluates,LY03003
NCT04044547,measures_primary,UPDRS part (Ⅲ) Total Score
NCT04044547,measures_secondary,Frequency of adverse events
NCT04044547,has_criteria,Hoehn & Yahr stage ≤3
NCT04044547,has_criteria,MMSE score ≥25
NCT04044547,has_criteria,Unified Parkinson's Disease Rating Scale (UPDRS) motor score (Part III) of ≤30 at Screening
NCT00078377,involves,narcolepsy
NCT00078377,evaluates,Armodafinil
NCT00078377,measures_primary,MWT sleep latency
NCT00078377,measures_secondary,CGI-C
NCT00078377,has_criteria,excessive sleepiness
NCT00078377,has_criteria,ICSD criteria
NCT00737477,involves,Chronic Kidney Disease
NCT00737477,evaluates,Mircera
NCT00737477,measures_primary,Hb in target range
NCT00737477,measures_secondary,Change in Hb
NCT00737477,measures_secondary,Time spent in target range
NCT05431153,evaluates,PF-07104091
NCT05431153,measures_primary,AUCinf of PF-07104091
NCT05431153,measures_primary,Cmax of PF-07104091
NCT05431153,measures_secondary,Number of Participants With TEAEs
NCT05431153,measures_secondary,Serious TEAEs
NCT05431153,has_criteria,treatment-emergent adverse events
NCT05431153,has_criteria,serious adverse events
NCT01041677,involves,Obesity
NCT01041677,evaluates,R256918
NCT01041677,measures_primary,Hepatic Triglyceride Content
NCT01041677,measures_secondary,Body weight
NCT01041677,measures_secondary,alanine aminotransferase
NCT01041677,measures_secondary,aspartate aminotransferase
NCT01041677,measures_secondary,fasting glucose
NCT01041677,measures_secondary,insulin
NCT01041677,measures_secondary,blood pressure
NCT01041677,measures_secondary,total cholesterol
NCT01041677,measures_secondary,HDL cholesterol
NCT01041677,measures_secondary,LDL cholesterol
NCT01041677,measures_secondary,triglycerides
NCT01041677,has_criteria,Liver fat content
NCT01041677,has_criteria,BMI
NCT01041677,has_criteria,fasting plasma glucose
NCT01041677,has_criteria,History of Obesity
NCT01041677,has_criteria,Diabetes Mellitus
NCT01041677,has_criteria,Weight reducing diet
NCT01041677,has_criteria,smoking habits
NCT02129777,involves,Plaque Psoriasis
NCT02129777,evaluates,Namilumab
NCT02129777,measures_primary,PASI75 Response
NCT02129777,measures_secondary,PASI75 Response
NCT02129777,has_criteria,Week 12
NCT06083753,involves,Relapsing-Remitting Multiple Sclerosis
NCT06083753,evaluates,PIPE-307
NCT06083753,measures_primary,binocular 2.5% LCLA
NCT06083753,measures_secondary,monocular 2.5% LCLA
NCT06083753,measures_secondary,Timed 25-Foot Walk Test
NCT06083753,measures_secondary,Nine-Hole Peg Test
NCT06083753,measures_secondary,Symbol Digital Modality Test
NCT06083753,measures_secondary,MRI measures
NCT06083753,measures_secondary,serum neurofilament light chain
NCT06083753,measures_secondary,blood concentration levels
NCT01553747,involves,Diarrhea-Predominant Irritable Bowel Syndrome
NCT01553747,evaluates,Eluxadoline
NCT01553747,measures_primary,Composite Responder
NCT01553747,measures_secondary,Daily Worst Abdominal Pain
NCT01553747,measures_secondary,Daily Stool Consistency
NCT01553747,has_criteria,≥30% improvement
NCT01305577,involves,Submental fat
NCT01305577,evaluates,Deoxycholic Acid Injection
NCT01305577,measures_primary,CR-SMFRS 1-grade Response
NCT01305577,measures_secondary,CR-SMFRS 2-grade Response
NCT01305577,measures_secondary,SSRS Response
NCT01305577,measures_secondary,Change From Baseline in CR-SMFRS Scores
NCT01305577,has_criteria,Baseline and 12 weeks after last treatment
NCT03562377,involves,atopic dermatitis
NCT03562377,evaluates,Tralokinumab
NCT03562377,measures_primary,IGA score
NCT03562377,measures_secondary,EASI
NCT03562377,measures_secondary,Anti-tetanus IgG
NCT03562377,measures_secondary,Anti-meningococcal IgG
NCT03562377,has_criteria,Investigator's Global Assessment
NCT03562377,has_criteria,Eczema Area and Severity Index
NCT01469377,involves,Major Depressive Disorder
NCT01469377,evaluates,Cariprazine
NCT01469377,measures_primary,MADRS Total Score
NCT01469377,measures_secondary,SDS Total Score
NCT01469377,has_criteria,Baseline to Week 8
NCT00502853,involves,Rheumatoid Arthritis
NCT00502853,evaluates,MabThera
NCT00502853,measures_primary,Synovitis Score
NCT00502853,measures_secondary,Bone Edema Score
NCT00502853,has_criteria,Patient With Rheumatoid Arthritis
NCT00394953,involves,Anemia
NCT00394953,evaluates,Mircera
NCT00394953,evaluates,Darbepoetin Alpha
NCT00394953,measures_primary,Hemoglobin decrease
NCT00394953,measures_secondary,Dose change
NCT00394953,measures_secondary,Laboratory abnormality
NCT00394953,has_criteria,Hemoglobin \>= 10.5 g/dL
NCT05428345,involves,Ulcerative Colitis
NCT05428345,involves,Crohn's Disease
NCT05428345,evaluates,Vedolizumab SC
NCT05428345,measures_primary,Clinical Response
NCT05428345,measures_primary,Clinical Remission
NCT05428345,measures_secondary,Serious Adverse Events
NCT05428345,measures_secondary,Adverse Drug Reactions
NCT05428345,measures_secondary,Serious Adverse Drug Reactions
NCT05428345,measures_secondary,Adverse Events of Special Interest
NCT05428345,measures_secondary,Unexpected Adverse Events
NCT05428345,measures_secondary,Unexpected ADRs
NCT05428345,has_criteria,Moderate to Severe
NCT03412747,involves,Chronic Plaque Psoriasis
NCT03412747,evaluates,Bimekizumab
NCT03412747,measures_primary,PASI90 response
NCT03412747,measures_secondary,Investigator's Global Assessment
NCT03412747,has_criteria,Adult Subjects
NCT04921345,involves,Atopic Dermatitis
NCT04921345,evaluates,Nemolizumab
NCT04921345,measures_primary,Eczema Area and Severity Index (EASI) Score
NCT04921345,measures_secondary,Absolute Change From Baseline in EASI Score
NCT04921345,has_criteria,Baseline through Week 52
NCT06490445,involves,Diabetic Peripheral Neuropathic Pain
NCT06490445,evaluates,Medical Cannabis Aerosol
NCT06490445,measures_primary,Change From Baseline
NCT06490445,measures_secondary,Neuropathic Pain Symptom Inventory
NCT06490445,measures_secondary,Brief Pain Inventory - Short Form
NCT06490445,measures_secondary,Weekly-mean 24-hour Average Pain Score
NCT06490445,has_criteria,Baseline up to Week 19
NCT01194245,involves,Type 1 Diabetes Mellitus
NCT01194245,evaluates,Prandial Insulins
NCT01194245,measures_primary,Glycosylated Hemoglobin A1C
NCT01194245,measures_secondary,Mean Daily Insulin Dose
NCT01194245,measures_secondary,Percentage of Participants Meeting Glucose Targets
NCT01194245,has_criteria,10-point glucose monitoring
NCT06647745,involves,T2DM
NCT06647745,involves,Essential Hypertension
NCT06647745,evaluates,THP-00101
NCT06647745,evaluates,THP-00102
NCT06647745,evaluates,THP-00103
NCT06647745,measures_primary,Changes in HbA1c
NCT06647745,measures_secondary,Changes in MSSBP
NCT06647745,measures_secondary,Changes in glycemic parameter
NCT06647745,measures_secondary,Changes in blood pressure
NCT03470545,involves,Obstructive Hypertrophic Cardiomyopathy
NCT03470545,evaluates,Mavacamten
NCT03470545,measures_primary,peak oxygen consumption
NCT03470545,measures_secondary,NYHA Functional Class
NCT03470545,has_criteria,NYHA Class II or III
NCT00095147,involves,Rheumatoid Arthritis
NCT00095147,evaluates,Abatacept
NCT00095147,evaluates,Infliximab
NCT00095147,evaluates,Methotrexate
NCT00095147,measures_primary,DAS28 Score
NCT00095147,measures_secondary,Death
NCT00095147,measures_secondary,Serious Adverse Events
NCT00095147,measures_secondary,Adverse Events
NCT00095147,has_criteria,immunomodulatory drugs
NCT03785145,involves,Lateral Canthal Lines
NCT03785145,evaluates,MT10109L
NCT03785145,measures_primary,≥ 2-grade improvement
NCT03785145,measures_secondary,Facial Line Satisfaction Questionnaire
NCT03785145,has_criteria,≥ 2 Grade Improvement
NCT05882045,involves,Obesity
NCT05882045,involves,Cardiovascular Disease
NCT05882045,evaluates,Retatrutide
NCT05882045,measures_primary,Percent Change Body Weight
NCT05882045,measures_secondary,Change from Baseline BMI
NCT05882045,measures_secondary,Change from Baseline Waist Circumference
NCT05882045,measures_secondary,Percent Change Total Cholesterol
NCT05882045,measures_secondary,Percent Change Triglycerides
NCT05882045,measures_secondary,Change from Baseline Systolic Blood Pressure
NCT05882045,measures_secondary,Change from Baseline Diastolic Blood Pressure
NCT05882045,measures_secondary,Change from Baseline Hemoglobin A1c
NCT05882045,measures_secondary,Percent Change Fasting Insulin
NCT05882045,measures_secondary,Change from Baseline SF-36v2
NCT05882045,measures_secondary,Steady State AUC
NCT05882045,has_criteria,Baseline to Week 80
NCT01597245,involves,Psoriasis
NCT01597245,evaluates,Ixekizumab
NCT01597245,measures_primary,sPGA 0
NCT01597245,measures_secondary,PASI75
NCT01597245,has_criteria,Moderate to Severe
NCT05562947,involves,Neovascular Age-Related Macular Degeneration
NCT05562947,evaluates,Port Delivery System With Ranibizumab
NCT05562947,measures_primary,Change from baseline BCVA
NCT05562947,measures_secondary,CPT at Week 36
NCT05562947,measures_secondary,CST at Week 36
NCT05562947,has_criteria,Baseline up to Week 40
NCT01421147,involves,Type 1 Diabetes
NCT01421147,evaluates,basal insulin injection
NCT01421147,measures_primary,Change From Baseline
NCT01421147,measures_secondary,Insulin Antibody Levels
NCT01421147,measures_secondary,Hemoglobin A1c
NCT01421147,has_criteria,time of basal insulin injection
NCT02688647,involves,Idiopathic Pulmonary Fibrosis
NCT02688647,evaluates,Belumosudil
NCT02688647,measures_primary,Changes in FVC
NCT02688647,measures_primary,FVC% Predicted
NCT02688647,measures_secondary,Percentages of Subjects With TEAEs
NCT02688647,measures_secondary,Percentages of Subjects With SAEs
NCT02688647,measures_secondary,TEAEs Leading to Discontinuation
NCT02688647,has_criteria,20 to 60 years
NCT01113047,involves,Hypertensive Patients
NCT01113047,evaluates,Aliskiren
NCT01113047,measures_primary,Diastolic blood pressure
NCT01113047,measures_secondary,Systolic blood pressure
NCT01113047,measures_secondary,Heart rate
NCT01113047,measures_secondary,Pulse pressure
NCT01113047,measures_secondary,Responder rates
NCT01113047,measures_secondary,Normalization rates
NCT01113047,has_criteria,Essential hypertension stage II
NCT01113047,has_criteria,Age >= 18 years old
NCT01113047,has_criteria,Male and female patients
NCT01113047,has_criteria,Severe hypertension
NCT01113047,has_criteria,Poorly controlled diabetes mellitus
NCT01113047,has_criteria,History of myocardial infarction
NCT01113047,has_criteria,Presence of heart failure
NCT05157945,involves,Depression
NCT05157945,evaluates,ALTO-300
NCT05157945,measures_primary,change in MADRS
NCT05157945,measures_primary,change in CGI-S
NCT05157945,has_criteria,signing of ICF
NCT00894647,involves,Actinic Keratosis
